
18,"QUESTION NO: 18 <p>Scenario:<p>Please read this scenario prior to answering the Question<p>You are serving as the Chief Architect for a large, global commodities trading company which has been growing rapidly through a series of acquisitions.<p>Each business is performing well in its markets. However, the lack of integration between headquarters and the business units has increasingly caused problems in the handling of customer and financial information. The inability to share information across businesses has resulted in lost opportunities to ""leverage the synergies"" that had been intended when the businesses were acquired. At present, each business unit maintains its own applications. Despite an earlier initiative to install a common application to manage customer, products, supplier, and inventory information, each business unit has different ways of defining each of these core elements and has customized the common application to the point where the ability to exchange information is difficult, costly, and error-prone. <p>A. a result, the company has made the decision to introduce a single enterprise-wide application to consolidate information from several applications that exist across the lines of business. The application will be used by all business units and accessed by suppliers through well defined interfaces.<p>The Corporate Board is concerned that the new application must be able to manage and safeguard confidential customer information in a secure manner that meets or exceeds the legal requirements of the countries in which the company operates. This will be an increasingly important capability as the company expands its online services in cooperation with its trading partners.<p>The CIO has formed an Enterprise Architecture department, and one of the primary goals in its charter is to coordinate efforts between the implementation team and the business unit personnel who will be involved in the migration process. The CIO has also formed a cross-functional Architecture Board to oversee and govern the architecture. The company has an existing team of security architects.<p>TOGAF 9 has been selected for use for the Enterprise Architecture program. The CIO has endorsed this choice with the full support of top management.<p>Refer to the Scenario<p>In the Preliminary Phase you need to define suitable policies and ensure that the company has the appropriate capability to address the concerns of the Corporate Board.<p>Based on TOGAF 9, which of the following is the best answer?"
19,"QUESTION NO: 19 <p>Scenario:<p>Please read this scenario prior to answering the Question<p>Your role is that of Lead Enterprise Architect within a vacation property management firm that has been growing through acquisition. The firm manages over 200 resort properties across North America. Many of the resort properties use the same internal IT systems that they used before they were acquired. Until recently, the only requirement that has been placed on each property is that they use a standard financial reporting system to report their financial results to the headquarters on a weekly basis.<p>The CEO has stated his concerns about the inefficiencies of the current approach and identified the need to change. He has defined a new strategic vision that will enhance the business by standardizing its operations across the network to provide consolidated financial, human resources, logistics, sales and marketing, and yield management. He has also stated that he expects results by the end of the current fiscal year.<p>These changes will provide the company with improved utilization of its capacity and more efficient operations. The addition of a corporate-wide data warehouse will provide analytics that will enable the marketing group to improve its ability to target advertising into key markets to improve yields.<p>The firm has a mature enterprise architecture practice and uses TOGAF 9 as the method and guiding framework. The CIO is the sponsor of the activity.<p>In planning this change, the Chief Architect engaged the services of a well-known consulting firm that specializes in business strategy. An initial study has been conducted to identify the strategic changes needed to implement the CEO's vision. This recently completed with approval of a strategic architecture encompassing the entire firm, including detailed requirements and recommendations.<p>Based on the recommendations from the initial study, the firm has taken the decision to adopt a packaged suite of integrated applications that is tailored to the needs of the hospitality industry.<p>Refer to the scenario<p>You have been asked by the Chief Architect to justify the best approach for architecture development to realize the CEO's vision.<p>Based on TOGAF 9, which of the following is the best answer?"
20,"QUESTION NO: 20 <p>Scenario:<p>Please read this scenario prior to answering the Question<p>You have been assigned the role of Chief Enterprise Architect within a leading North American information technology services company. The company has a number of service portfolios including infrastructure, applications, business process outsourcing, accounting, and financial services.<p>With numerous practice areas and a multitude of diverse engagements underway at any given time, overall engagement management within the company has become challenging. The company does not want to risk its outstanding reputation or its international certifications and CMM ratings.<p>The Chief Executive Officer and Chief Information Officer have co-sponsored the creation of an Enterprise Architecture prog-am based on TOGAF 9. An Architecture Board has been formed comprised of IT staff executives and executives from the major practice areas.<p>The Enterprise Architecture team has been working with the Strategic Planning team to create a strategic enterprise architecture to address these issues. The team has defined a framework and held workshops with key stakeholders to define a set of architecture principles to govern the architecture work. They have completed an Architecture Vision at a strategic level and laid out Architecture Definitions for the four domains. They have set out an ambitious vision of the future of the company over a five-year period. This includes a solution architecture including three distinct transformations.<p>The CIO has made it clear that prior to the approval of the detailed Implementation and Migration plan, the EA team will need to assess the risks associated with the proposed architecture. He has received concerns from some of the senior partners that the proposed architecture may be too ambitious and they are not sure it can produce sufficient value to warrant the attendant risks.<p>Refer to the Scenario<p>You have been asked to recommend an approach to satisfy these concerns.<p>Based on TOGAF 9, which of the following is the best answer?"
21,"QUESTION NO: 21 <p>Scenario:<p>Please read this scenario prior to answering the question<p>You are serving as the Lead Enterprise Architect at a major supplier in the automotive industry.<p>The company is headquartered in Cleveland, Ohio with manufacturing plants across the United States, Brazil, Germany, Japan and South Korea. Each of these plants has been operating its own planning and production scheduling systems, as well as custom developed applications that drive the automated production equipment at each plant.<p>The company is implementing lean manufacturing principles to minimize waste and improve the efficiency of all of its production operations. During a recent exercise held for internal quality improvement, it was determined that a significant reduction in process waste could be achieved by replacing the current planning and scheduling systems with a common Enterprise Resource Planning (ERP) system located in the Cleveland data center. This central system would provide support to each of the plants replacing the functionality in the existing systems. It would also eliminate the need for full data centers at each of the plant facilities. A reduced number of IT staff could support the remaining applications. In some cases, a third-party contractor could provide those staff.<p>The Enterprise Architecture department has been operating for several years and has mature, well-developed architecture governance and development processes that are strongly based on TOGAF 9.<p>A recent meeting, the Architecture Board approved a Request for Architecture Work sponsored by the Chief Engineer of Global Manufacturing Operations. The request covered the initial architectural investigations and the development of a comprehensive architecture to plan the transformation.<p>The Common ERP Deployment architecture project team has now been formed, and the project team has been asked to develop an Architecture Vision that will achieve the desired outcomes and benefits. Some of the plant managers have expressed concern about the security and reliability of diving their planning and production scheduling from a remote centralized system. The Chief<p>Engineer wants to know how these concerns can be addressed.<p>Refer to the Scenario<p>[Note: You should assume that the company has adopted the example set of principles that are listed and defined in TOGAF 9, Section 23.6.]<p>One of the earliest initiatives in the Enterprise Architecture program was the definition of a set of architecture principles. These now need to be updated to address the concerns raised.<p>You have been asked to select a set of principles most appropriate for guiding the team to define a robust solution.<p>Based on TOGAF 9, which of the following is the best answer?"
22,"QUESTION NO: 22 <p>Scenario:<p>Please read this scenario prior to answering the Question<p>You have been assigned the role of Lead Enterprise Architect for a manufacturing firm that specializes in musical instruments. The firm has been established for over 100 years, operating in North America for most of that time. In the last ten years, the firm has expanded into European markets and will soon establish a market in Latin America. A future expansion into the Asia Pacific region is also planned.<p>The firm is organized into several business units that each focus on manufacturing particular families of instruments such as brass, woodwind, and percussion. Each business unit has acquired other producers to expand its manufacturing capacity. This has resulted in a complex environment with a high diversity of business and manufacturing systems.<p>The Enterprise Architecture (EA) program within the firm has been functioning for several years. It has made significant progress in consolidating the technology portfolio and establishing key standards. The CIO and the COO are pint sponsors of the EA program. The EA program is mature, with an active Architecture Board and a well-defined architecture process and standard content templates based on the TOGAF 9 Architecture Content Framework. The EA process framework is well coordinated with the PMO, Systems Development, and Operations functions.<p>The firm has completed a strategic plan to reorganize its Sales & Marketing organization according to the four target geographic markets. One of the goals of this reorganization is to improve the ability of Marketing to collect more meaningful market analytics that will enable each sector to better address market needs with effective marketing campaigns and global product presence.<p>A Request for Architecture Work to address the goals of the reorganization has been approved. As the architecture team commences its work, the CIO has expressed concerns about whether the firm will be able to adapt to the proposed architecture and how to manage the associated risks.<p>Refer to the Scenario<p>You have been asked how to address the concerns of the CIO.<p>Based on TOGAF 9, which of the following is the best answer?"
23,"QUESTION NO: 23 <p>Scenario:<p>Please read this scenario prior to answering the Question<p>You are the Lead Architect for a firm that manufactures ball bearings used in industrial equipment applications. They have manufacturing operations in several cities in the United States, Germany, and the United Kingdom.<p>The firm has traditionally allowed each manufacturing plant to drive its own production planning systems. Each plant has its own custom Materials Requirements Planning, Master Production<p>Scheduling, Bill of Materials, and Shop Floor Control systems.<p>""Just In Time"" manufacturing techniques are used to minimize wastes caused by excessive inventory and work in process. The increasingly competitive business environment has compelled the firm to improve its business capability to be more responsive to the needs of industrial customers. To support this capability, the firm has decided to implement an Enterprise Resource Planning (ERP) solution that will enable it to better coordinate its manufacturing capacity to match the demands for its products across all plants. In addition, there are also new European regulations coming into force to which their manufacturing processes must conform in the next six months.<p>As part of the implementation process, the Enterprise Architecture (EA) department has begun to implement an architecture process based on TOGAF 9. The CIO is the sponsor of the activity. The<p>Chief Architect has directed that the program should include formal modeling using the<p>Architecture Content Framework and the TOGAF Content Metamodel. This will enable support for the architecture tooling that the firm uses for its EA program.<p>The Chief Architect has stated that in order to model the complex manufacturing process it will be necessary to model processes that are event-driven. Also, in order to consolidate applications across several data centers it will be necessary to model the location of IT assets. In particular, the end goal is to have the single ERP application running in a single data center.<p>Currently the project is in the Preliminary Phase, and the architects are tailoring the Architecture Development Method (ADM) and Architecture Content Framework to fit into the corporate environment.<p>Refer to the Scenario<p>You have been asked to recommend a response to the Chief Architect's request to tailor the<p>TOGAF Content Metamodel.<p>Based on TOGAF 9, which of the following is the best answer?"
24,"QUESTION NO: 24 <p>Scenario:<p>Please read this scenario prior to answering the Question<p>You are serving as the Lead Enterprise Architect at a major supplier in the automotive industry.<p>The company is headquartered in Cleveland, Ohio with manufacturing plants across the United States, Brazil, Germany, Japan and South Korea. Each of these plants has been operating its own planning and production scheduling systems, as well as custom developed applications that drive the automated production equipment at each plant.<p>The company is implementing lean manufacturing principles to minimize waste and improve the efficiency of all of its production operations. During a recent exercise held for internal quality improvement, it was determined that a significant reduction in process waste could be achieved by replacing the current planning and scheduling systems with a common Enterprise Resource Planning (ERP) system located in the Cleveland data center. This central system would provide support to each of the plants replacing the functionality in the existing systems. It would also eliminate the need for full data centers at each of the plant facilities. A reduced number of IT staff could support the remaining applications. In some cases, a third-party contractor could provide those staff.<p>The Enterprise Architecture department has been operating for several years and has mature, well-developed architecture governance and development processes that are strongly based on TOGAF 9. A recent meeting, the Architecture Board approved a Request for Architecture Work sponsored by the Chief Engineer of Global Manufacturing Operations. The request covered the initial architectural investigations and the development of a comprehensive architecture to plan the transformation.<p>The Common ERP Deployment architecture project team has now been formed, and the project team has been asked to develop an Architecture Vision that will achieve the desired outcomes and benefits. Some of the plant managers have expressed concern about the security and reliability of diving their planning and production scheduling from a remote centralized system. The Chief<p>Engineer wants to know how these concerns can be addressed.<p>Refer to the Scenario<p>During the initial meeting of the Common ERP Deployment architecture project team, a number of alternative recommendations for how to proceed are put forward by members of the team.<p>You have been asked to select the most appropriate recommendation to ensure that the team evaluates different approaches to the problem and clarifies the requirements for the architecture.<p>Based on TOGAF 9, which of the following is the best answer?"
25,"QUESTION NO: 25 <p>Scenario: Glacier Ridge LLC<p>Please read this scenario prior to answering the question Glacier Ridge LLC is a vacation property management firm that is growing through acquisition. It manages over 200 resort properties across North America. Many of the resort properties use the same internal IT systems that they used before they were acquired. Until recently, the only requirement that has been placed en each property is that they use a standard financial reporting system to report their financials ID the headquarters on a weekly basis. The CEO has stated his concerns about the inefficiencies of the current approach and identified the need to change. He has defined a new strategic vision that will enhance the Glacier Ridge property business by standardizing its operations across the network to provide consolidated financial, human resources, logistics, sales and marketing, and yield management. He has also stated that he expects results by the end of the current fiscal year. These changes will provide the company with improved utilization of its capacity and more efficient operations. The addition of a corporate-wide data warehouse will provide analytics that will enable the marketing group to improve its ability to target advertising into key markets to improve yields. Glacier Ridge has mature enterprise architecture (EA) practice and uses TOGAF 9 as the method and guiding framework.<p>The CIO is the sponsor of the activity. In planning this change, the Chief Architect engaged the services of a well-known consulting firm that specializes in business strategy. An initial study has been conducted to identify the strategic changes needed to implement the CEO's vision. This recently completed with approval of a strategic architecture encompassing the entire firm, including detailed requirements and recommendations.<p>Based on the recommendations from the initial engagement, Glacier Ridge has embraced an<p>Architecture Vision to adopt an enterprise application that is tailored to the needs of the hospitality industry.<p>Refer to the Glacier Ridge scenario Your role is that of Chief Architect. You have been asked to recommend the best approach to take in this architecture engagement to realize the CEO's vision.<p>Based on TOGAF 9, which of the following is the best answer?"
26,"QUESTION NO: 26 <p>Scenario: Summer Seeds BV<p>Please read this scenario prior to answering the question Summer Seeds BV is an international agricultural company exporting bulbs, flowers and seeds worldwide. It is headquartered in Rotterdam in the Netherlands, and has sales and distribution centers in over 60 countries worldwide. Several of these centers include administrative, manufacturing, and research facilities. To achieve full integration of their research capabilities with their development centers located in various climate zones, the company wants to develop strong self directed teams in each location. It also wants to define new business models that are profitable while reducing their impact on the environment. The management is deeply committed to ensuring that the company is a world leader in socially responsible seed development with a business strategy that focuses on profitability through environmentally friendly operating processes. Summer Seed's international operations are subject to various legal and regulatory requirements. In areas such as genetically modified seeds, governmental controls are strictly enforced and compliance is critical. Recently a competitor was heavily fined for violating the regulations in a country where it was developing pest-resistant seeds. The Governing Board is concerned, and as a result has approved the expenditure of resources to establish an Enterprise Architecture program. They have requested information about the status of projects that could impact regulatory compliance. They also want to enable the corporate legal staff and auditors to analyze proposed architectures to ensure that they are within the legal guidelines for a given location. In addition, the research organization should be able to see that the architecture is appropriate for its needs. TOGAF 9 has been mandated as the guiding framework for the development and evolution of the Enterprise Architecture practice.<p>Refer to the Summer Seeds BV Scenario You have been appointed as the Lead Consultant. You have been asked to recommend an approach that would enable the development of an architecture that addresses the needs of all these parties. Based on TOGAF 9, which of the following is the best answer?"
27,"QUESTION NO: 27 <p>Scenario:<p>Please read this scenario prior to answering the Question You are serving as the Chief Architect for a large, global commodities trading company which has been growing rapidly through a series of acquisitions. Each business is performing well in its markets. However, the lack of integration between headquarters and the business units has increasingly caused problems in the handling of customer and financial information. The inability to share information across businesses has resulted in lost opportunities to ""leverage the synergies"" that had been intended when the businesses were acquired. At present, each business unit maintains its own applications. Despite an earlier initiative to install a common application to manage customer, products, supplier, and inventory information, each business unit has different ways of defining each of these core elements and has customized the common application to the point where the ability to exchange information is difficult, costly, and error-prone. As a result, the company has made the decision to introduce a single enterprise-wide application to consolidate information from several applications that exist across the lines of business. The application will be used by all business units and accessed by suppliers through well defined interfaces. <p>Refer to the Scenario As part of the process for establishing the Enterprise Architecture department, you are developing a set of architecture principles to guide the activities. You need to specify the best approach for this work. Based on TOGAF 9, which of the following is the best answer?"
28,"QUESTION NO: 28 <p>Scenario: Sollace Manufacturing<p>Please read this scenario prior to answering the question Sollace Manufacturing is a major supplier in the automotive industry, headquartered In Cleveland, Ohio with manufacturing plants in Chicago, Sao Paulo, Stuttgart, Yokohama, and Seoul. Each of these plants has been operating its own planning and production scheduling systems, as well as custom developed applications that drive the automated production equipment at each plant.<p>Sollace Manufacturing is implementing lean manufacturing principles to minimize waste and improve the efficiency of all of its production operations. During a recent exercise held for internal quality improvement, it was determined that a significant reduction in process waste could be achieved by replacing the current planning and scheduling systems with a common Enterprise Resource Planning (ERP) system located in the Cleveland data center. This central system would provide support to each of the plants replacing the functionality in the existing systems. It would also eliminate the need for full data centers at each of the plant facilities. A reduced number of IT staff could support the remaining applications. In some cases, a third-party contractor could provide those staff. The Sollace Manufacturing Enterprise Architecture department has been operating for several years and has mature, well-developed architecture governance and development processes that are strongly based on TOGAF 9. At a recent meeting, the<p>Architecture Review Board approved a Request for Architecture Work from the Chief Engineer of Global Manufacturing Operations who is the project sponsor. The request covered the initial architectural investigations and the development of a comprehensive architecture to plan the transformation. The Common ERP Deployment architecture project team has now been formed, and the project team has been asked to develop an Architecture Vision that will achieve the desired outcomes and benefits. Some of the plant managers have expressed concern about the security and reliability of driving their planning and production scheduling from a central system located in Cleveland. The Chief Engineer wants to know how these concerns can be addressed.<p>Refer to the Sollace Manufacturing Scenario You are serving as the Lead Enterprise Architect for the Common ERP Deployment architecture project. One of the earliest initiatives in the Enterprise Architecture program at Sollace Manufacturing was the definition of a set of IT principles and architecture principles that are well aligned with the overall enterprise principles. These now need to be updated to address the concerns raised.<p>You have been asked to select a set of principles most appropriate for guiding the team to define a robust solution. [Note: You should assume that Sollace Manufacturing has adopted the example set of principles that are listed and defined in TOGAF 9, Section 23.6.] Based on TOGAF 9, which of the following is the best answer?"
29,"QUESTION NO: 29 <p>Scenario: Raxlon Inc.<p>Case Study Title (Case Study):<p>Raxlon Inc. is a Fortune 500 Company dealing in high value drugs and pharma products. Its annual turnover is over 120 billion $. It has more than 100,000 employees all over the globe in its<p>R&D, Manufacturing and Marketing Units.<p>Raxlon’s CEO, Dr Peter Fowles, is a pharmacology expert and has over 72 patents on various types of drugs mainly used for treating patients with genetic disorders. Raxlon is now moving into a suite of high end critical drug products used for Genetic Repair of congenital Diseases like Alzhmeir’s disease and Epilepsy. Rexlon has a well developed EA practice and in 2009 the EA practice has adopted TOGAF 9 as the primary Framework for Enterprise Architectural Change<p>Agent. Dr. Fowles main concerns are:<p>Security of the critical data which they have gained over the years after painstaking research. Although Rexlon had an adequate security system Dr Fowles feels it may not be adequate to deal with the new order of things, especially with data which is highly confidential and if leaked would have major financial impact on the Company.Dr. Fowles calls his CIO and explains his position to him and entrusts whim with the responsibly of evaluating the current security system, operation and governance and determine which are the gaps which need to be addressed during the fresh architectural work. Assume that a new Security<p>Framework would be used in the ADM life cycle. To protect Rexlon’s valuable IP.<p>The CIO apprises the Lead Architect of the sensitive nature of the work he has to complete within the next 2 months.<p>Identify which of the following processes would be most appropriate for the Lead Architect to adopt in this situation."
30,QUESTION NO: 30 <p>Scenario: MegaMart<p>Case Study Title (Case Study):<p>MegaMart is a Retail Chain which has expanded throughout India and the Far East.<p>The CEO and CIO decide that there is a crying need to put an Enterprise Architecture in place to realize MegaMart’s strategy to expand its revenue and diversify. The CIO has evaluated and decided to go in for TOGAF9 and adapt it to his enterprise requirements.<p>The Preliminary and Vision Phase have been completed. As such very few architectural artifacts exist and the target architecture as of now is not very clear. As the Lead Architect how would you guide your team of architects for the Business Architecture definition?
31,QUESTION NO: 31 <p>Scenario: AutoComp Corporation<p>AutoComp Corporation produces components for the Car industry. Driven by the global financial downturn they are looking to reduce IT costs. They believe there is a cost saving opportunity within IT but this is not quantified in terms of potential savings nor is there agreed target architecture.<p>Final decisions on the solutions are not yet fully agreed. They have completed their Vision Phase and first pass of the three architecture definition phases and now they want to finalize and plan their solutions. You are the Chief Architect from a consulting organization brought into review the work to date by AutoComp Corporation and to make recommendations to the CIO and the board on this.<p>Which of the following answers best describes how TOGAF recommends in this context?
32,"QUESTION NO: 32 <p>Scenario: Eight Twelve<p>Eight Twelve has retail outlets throughout North America. An Enterprise Architecture practice already exists in Eight Twelve. Now the CEO and CIO decide that they want to use TOGAF9 to rearchitect their Enterprise Architecture to cater to the changing strategies of Eight Twelve to better respond to the changes in the economic and technology environments.<p>Some of the key issues which need to be addressed in this re-architecting work are: <p>1. Since Eight Twelve’s retail chain operate 24 hours a day and are expanding to South Americaand Europe, the retail chain business ecosystem should be able to withstand any unforeseen disruptions which might affect the chain’s day to day operations. This is highly critical to ensure high levels of customer satisfaction and thus maintaining and enhancing Eight Twelve’s revenue chain.<p>2. Dependency between the application components, which are the nerve centers to EightTwelve’s sophisticated range of services both external and internal, and the application platform and technology infrastructure should be minimal. This would facilitate scalability and ease of enhancement of the service offerings.<p>3. Eight Twelve uses the ARTS Data Model and the quality of data is of utmost importance for itsoperation.<p>4. Users of the Enterprise Information ecosystem should have an environment which is able tocater to their needs without any undue delays.<p>Which one of the following set of Architecture Principles do you feel is the most appropriate for these guidelines stated above for the TOGAF 9 architecting work which Eight Twelve is embarking on?"
33,"QUESTION NO: 33 <p>Scenario: Marona Inc.<p>Marona Inc is a Fortune 500 Enterprise in the retail industry with retail store components manufacturing units and marketing outlets spanning the globe and having an annual turnover of 20 billion$ with more than 100, 000 employees world wide.<p>The CEO, CIO and the stakeholders of the ongoing EA projects are concerned about rising costs and as one measure want to do an investigation into the operational aspects of the realized<p>Enterprise Architecture using TOGAF9.<p>The CIO approaches you as the Lead Enterprise Architect to carry out this exercise the stakeholder had voiced to him the following concerns: <p>They want to analyze the roles of the top management for each revenue earning service. Moreover, many of the HR related critical Search application component have become extremely slow. This needs to be diagnosed and rectified. Moreover there is no proper tracking of revenue from retail store component products over time. There has also been a lot of unauthorized or unwanted access to many of the critical information.<p>Hence the mode of access needs to be strengthened and made much more secure. Another additional concern is the new launches and the progress of each of the launches over time.<p>Determine which of the following set of viewpoints are most appropriate to analyze and view in order to address this concern of the stakeholders."
34,"QUESTION NO: 34 <p>Magic Wand Corporation manufactures a range of equipment used by magician worldwide. The global popularity of a series of children’s books describing the formative years of a budding wizard and his various escapades at wizard school has driven unprecedented sales growth in the magical equipment market.<p>The current IT systems at Magic Wand are struggling to cope with the high volumes in this growth market. The CIO wants to persuade the board of Magic Wand Corporation to make a greater investment in the IT systems to cope with the new higher transaction volumes. On of the key components the CIOs wants to include when he approaches the board is a description of the current problems and how they may be addressed from an architectural point of view. As the High Architect of Magic Wand Corporation, the CIO has delegated the task of creating a vision for the future Architecture to you.<p>Which of the following answers best describes how TOGAF recommends delivering an<p>Architecture Vision for the CIO?"
35,QUESTION NO: 35<p>An international Insurance company has grown with little consideration for rationalization and consolidation. There is no coordination between business unit and every one have managed its own applications. The CIO decided to establish an Enterprise Architecture program within the enterprise to enable the company to expand to other markets in the next two years. The company has not any Enterprise Architecture Capability in place and the he CIO has set up an Architecture<p>Board and called its first meeting. Refer to the scenario above <p>As Lead Architect you will establish a TOGAF 9 Enterprise Architecture program. Identify the best way to do this among the answers below.<p>Choose one of the following answers?
36,QUESTION NO: 36 <p>ARTI Dimensioning is a multinational that operates production facilities in 29 countries and sells its products in over 120 countries.<p>A consultancy firm has recommended a realignment that will enhance sharing of product information across business units. The implementation of this strategic realignment will require the development of integrated customer information systems and product information systems.<p>ARTI has a mature enterprise architecture practice and uses TOGAF 9 for the basis of the ARTI Architecture Framework (method and deliverables). The CIO is sponsoring an architecture development program that is going to start. The CIO is concerned about a potential disruptive result to the business of this activity and before proceeding with the architecture development he asked to evaluate the impacts on the company business. <p>Refer to the scenario above You are the Lead Architect and you have been asked to recommend an approach to address the concerns raised. Based on TOGAF 9 recommend which of the following is the best answer.<p>Choose one of the following answers.
37,"QUESTION NO: 37 <p>FreshFruit Int. is an online American grocer. The Executive Board decided to implement a new strategy to expand the business to other markets.<p>The CIO is sponsoring an enterprise activity to support the expanded operations.<p>A new solution is rolled-out to replace the legacy online sales platform. A compliance review was performed to assess the solution implementation.<p>The result of the review highlighted a complaint from the development team stating that the new system is difficult to integrate with the existing warehouse automation systems. The Chief Architect is concerned that the complaint is not related to a real problem of the solution but is based on personal preferences of the development teams. Another interview with the project team is scheduled.<p>Refer to the scenario above You are the Lead Architect and an architect from your team leads the review team. You have to answer how, based on TOGAF 9, you should enable the review team to conduct the reviews successfully.<p>Choose one of the following answers"
38,"QUESTION NO: 38 <p>TotalComms is a telecommunications company formed from the merging of other 2 telecommunication companies. The business operating model has been unified, the TOGAF 9 Architecture Board approved the outline Implementation and Migration Plan the detailed migration planning must know be approved. Your help is needed to work on the migration planning with all the key stakeholders to achieve an agreement.<p>Refer to the scenario above<p>You are the Lead Architect asked to describe accordingly to TOGAF 9 the best way to address the following activities: <p>- The way the migration planning is conducted. <p>- What is going to be implemented. <p>- The stakeholders involved in the implementation.  <p>- The definition of the deliverables to use <p>Choose one of the following answers"
39,"QUESTION NO: 39 <p>TP Banking is a strong financial institute with a well-known acquisition history with an internal IT department managing over 100 projects related to infrastructure and services.<p>The CIO has decided to create an Enterprise Architecture based on TOGAF 9 as reaction to the difficult market conditions. An Architecture Vision and a set of domain architectures were approved. The CIO is asking you (the Lead Architect) to define an Implementation and Migration<p>Plan that realizes the vision already agreed with the stakeholders involved.<p>Refer to the scenario above<p>You are leading a group of domain architects and you are working with the corporate PMO, the business strategy team and service operations. You are meeting the stakeholders to clarify how you want to proceed with the Implementation and Migration Plan.<p>Choose one of the following answers"
40,"QUESTION NO: 40 <p>Patterns & Co. is introducing a Commercial Off-the-Shelf (COTS) Market Analytics solution in order to improve its new delivery service.<p>Patterns & Co. has a mature enterprise architecture capability and the CIO is the sponsor of the enterprise architecture team. The business vision and requirements for the new system are defined. It includes a detailed business process analysis. The supplier has proposed a solution but the Architecture Board identified some of the project requirements not consistent with the adopted infrastructure standards. The CIO considered the risks and approved the implementation.<p>The CIO has asked the EA team to execute the Phase G ensuring that the system performance<p>KPIs are respected, the project remains within budget and security guidelines are met.<p>Refer to the scenario above As Lead Enterprise Architect you have to recommend a plan to implement the CIO decision. Choose the best answer according to TOGAF 9.<p>Choose one of the following answers"
41,"QUESTION NO: 41 <p>Carter Woods, a global furniture firm, wants to improve the efficiency of its sales force by replacing their legacy configuration and ordering systems based on manual and paper based processes with an online ordering platform.<p>Carter Woods uses the Architecture Delivery Method from TOGAF 9. The CIO sponsored this activity and the Baseline Architecture was defined on the initial iteration defining: approach, scope and architectural vision including a set of architecture principles related to the Data domain:<p>- Data is an asset. <p>- Data is shared. <p>- Data is accessible. <p>A set of aspects to clarify arose from the business analysis from the assumption to replace the legacy systems with an online centralized one. These main concerns are:<p>· To identify the changes to existing business processes.<p>· To identify the data entities that can be shared among the sales agents.<p>· To clarify how to keep the data secured.<p>· To identify the list of non-sales application to be integrated with the sales applications<p>Refer to the scenario above<p>You, as Lead Enterprise Architect, need to identify the most appropriate architecture viewpoints to address the concerns above mentioned.<p>Choose one of the following answers"
42,"QUESTION NO: 42 <p>SureFlight Air Carrier has received approval for the acquisition of a regional carrier.<p>To integrate the new acquisition, a TOGAF based enterprise architecture program has been initiated. The CIO sponsors the activity supported by the Chief Architect.<p>In Phase A within the initial iteration the CIO wants to ensure that the architecture activities are recognized among the various stakeholders of the enterprise.<p>Refer to the scenario above<p>You are a consultant supporting the Chief Architect that should explain how to identify and engage the stakeholders at this stage of the program.<p>Identify the best answer accordingly to the TOGAF 9 guidelines.<p>Choose one of the following answers"
43,"QUESTION NO: 43 <p>McKinley Rockets is an enterprise that employs 20,000 men and women in five countries: UK, Italy, France, Spain and the Netherlands and its mission is to guarantee access to space offering space transportation, launch and management of satellite systems at low cost.<p>A TOGAF 9 mature Enterprise Architecture program is already established within the enterprise. McKinley Rockets strategy is to leverage in the USA shortage of satellite launches availability that NASA created because of the Shuttle program shutdown - by acquiring an important merican space agency. This will ultimately allow McKinley Rockets to offer its services to the US market. The new acquired company NovaSpace is very successful but with outdated satellite monitoring systems. The<p>CIO is sponsoring an activity to extend the McKinley Rockets' satellite monitoring applications to include the NovaSpace's satellites flock.<p>A task force of enterprise architects prepared an Architecture Vision and secured the approval.<p>The<p>Architecture Board decided to approve the vision, provided that the Design Definition Document is presented<p>for review at phase D conclusion.<p>Refer to the scenario above<p>The Chief Architect asked you as Lead Integration Architect to use TOGAF 9 to recommend the best approach to design the Full Architecture and present it to the Architecture Board.<p>Identify the best answer accordingly to the TOGAF 9 guidelines.<p>Choose one of the following answers"
44,"QUESTION NO: 44 <p>Chiamin Metals is a leading world-wide manufacturer for continuous casting and bottom pouring powders. In addition to mould powders, the company also produces cored wire for secondary metallurgy. Chiamin Metals offers a variety of products and uses a paper-based catalog to sponsor them. A new CIO has joint the enterprise and has set up a team of Enterprise Architects following the TOGAF 9 practice. The main challenge is now to offer to Chiamin Metals customers a centralized and reliable entry point for their request via the implementation of a global online portal. This will allow the management of new marketing activities and will enable the new Chiamin<p>Metals' ecommerce service.<p>Refer to the scenario above<p>You are the Chief Architect and the CIO asked you to present an Architecture Vision to address the above business problem. Identify the best answer accordingly to the TOGAF 9.<p>Choose one of the following answers"
45,"QUESTION NO: 45 <p>UTrack Transports is a strong UK logistics company. The head of the strategic marketing division engaged the Principal Architect issuing a Request for architectural work to design an enhancement of the current Enterprise Data Warehouse system. An enhancement is needed to support the change in the business model; UTrack wants to leverage on customer data collected during business as usual activities and anonymize them to offer marketing agencies a fresh and accessible source of analytics data, this will increase the company revenues.<p>TOGAF 9 is the architectural framework in use.<p>Refer to the scenario above The Principal Architect has decided to ask you as Business<p>Intelligence Subject Matter Expert to design the Data Architecture. The Chief Architect shared with you the Architecture Definition Document including the Business Architecture design. You now need to choose the artifacts you want to produce as part of the Data Architecture design. Identify the best answer accordingly to the TOGAF 9.<p>Choose one of the following answers"
